CE_ID,CE_Name,Rarity,CE_Summon
617,Heroic Spirit Formal Dress: Quetzalcoatl,4-Star,Heroic_Spirit
618,Heroic Spirit Formal Dress: Marie Antoinette,4-Star,Heroic_Spirit
619,Heroic Spirit Formal Dress: Ushiwakamaru,4-Star,Heroic_Spirit
620,Heroic Spirit Formal Dress: Boudica,4-Star,Heroic_Spirit
621,Heroic Spirit Formal Dress: Edward Teach,4-Star,Heroic_Spirit
622,Heroic Spirit Formal Dress: Leonardo Da Vinci,4-Star,Heroic_Spirit
623,Heroic Spirit Formal Dress: Nitocris,4-Star,Heroic_Spirit
624,Heroic Spirit Formal Dress: Gilgamesh,4-Star,Heroic_Spirit
625,Heroic Spirit Formal Dress: Cú Chulainn,4-Star,Heroic_Spirit
626,Heroic Spirit Formal Dress: Mephistopheles,4-Star,Heroic_Spirit
627,Heroic Spirit Formal Dress: Amadeus,4-Star,Heroic_Spirit
628,Heroic Spirit Formal Dress: Assassin of Nightless City,4-Star,Heroic_Spirit
629,Heroic Spirit Formal Dress: Hassan of the Cursed Arm,4-Star,Heroic_Spirit
630,Heroic Spirit Formal Dress: Vlad III,4-Star,Heroic_Spirit
631,Heroic Spirit Formal Dress: Sakata Kintoki,4-Star,Heroic_Spirit
632,Heroic Spirit Formal Dress: Nightingale,4-Star,Heroic_Spirit
633,Heroic Spirit Formal Dress: Cú Chulainn,4-Star,Heroic_Spirit
634,Heroic Spirit Formal Dress: Heracles,4-Star,Heroic_Spirit
635,Heroic Spirit Formal Dress: Frankenstein,4-Star,Heroic_Spirit
636,Heroic Spirit Formal Dress: Berserker of El Dorado,4-Star,Heroic_Spirit
637,Heroic Spirit Formal Dress: Kiyohime,4-Star,Heroic_Spirit
638,Heroic Spirit Formal Dress: Asterios,4-Star,Heroic_Spirit
639,Heroic Spirit Formal Dress: Jeanne d'Arc,4-Star,Heroic_Spirit
640,Heroic Spirit Formal Dress: Sherlock Holmes,4-Star,Heroic_Spirit
641,Frontier,4-Star,MaxBond
642,The Vaunted One,4-Star,MaxBond
643,Summer Little,5-Star,Limited
644,White Cruising,4-Star,Limited
645,Sugar Vacation,3-Star,Limited
646,Seaside Luxury,5-Star,Event
647,Domus Aurea de Curcubeu Mare,4-Star,MaxBond
648,Handy-Bandages,4-Star,MaxBond
649,A Gift From Ra,4-Star,MaxBond
650,Tenka Fubu ~2017 Summer.ver~,4-Star,MaxBond
651,Champion's Cup of the Goddess,4-Star,MaxBond
652,Midsummer Moment,5-Star,Limited
653,King Joker Jack,4-Star,Limited
654,Chaldea Beach Volleyball,3-Star,Limited
655,Dive to Blue,5-Star,Event
656,Mop of Selection,4-Star,MaxBond
657,NYARF!,4-Star,MaxBond
658,Ky?goku,4-Star,MaxBond
659,Prisma?Illya Oath Under The Snow,4-Star,Misc
660,Battle Olympia,5-Star,Limited
661,Divine Three-Legged Race,5-Star,Event
662,Cheer for Master,5-Star,Event
663,Food Colosseum,4-Star,Limited
664,Muscle Cavalier,3-Star,Limited
665,Replica; Agateram,4-Star,Misc
666,Beyond A Wish,5-Star,Limited
667,Battle Companion,4-Star,Limited
668,Traces of Dreams,3-Star,Limited
669,Urvara Nandi,4-Star,MaxBond
670,Heroic Spirit Costume: Medusa,4-Star,Misc
671,Heroic Spirit Costume: Leonardo da Vinci,4-Star,Misc
672,Heroic Spirit Costume: Jeanne d'Arc,4-Star,Misc
673,Heroic Spirit Costume: Nero Claudius,4-Star,Misc
674,Divine Construct,3-Star,
675,"Thoughts, Through Three Incarnations",4-Star,MaxBond
676,Nine Celestial Moons,4-Star,MaxBond
677,J?monji Yari,4-Star,MaxBond
678,Double-Tiered Kasa,4-Star,MaxBond
679,Danz?'s Ox,4-Star,MaxBond
680,Trick or Treatment,5-Star,Limited
681,Phantom Night,4-Star,Limited
682,From Wonderland,3-Star,Limited
683,Aerial Drive,5-Star,Event
684,Golden Wings,4-Star,Event
685,Nostalgic Form,3-Star,Event
686,Princess' Origami,4-Star,MaxBond
687,Electrologica Diagram,4-Star,MaxBond
688,Guardian Gigantic,4-Star,MaxBond
689,"A Prayer for the Sword, A Wish for Life",4-Star,Misc
690,FGO VR Mashu Kyrielight,4-Star,Misc
691,Spirit Eater,3-Star,Non-Limited
692,Falcon Witch's Banquet,4-Star,MaxBond
693,Universe Ring,4-Star,MaxBond
694,Tributes to King Solomon,4-Star,MaxBond
695,Rosarium de Clavis Argenteus,4-Star,MaxBond
696,Starry Nights,5-Star,Limited
697,Party Time,4-Star,Limited
698,Snow Pirates,3-Star,Limited
699,Merry Sheep,5-Star,Event
700,Blooming Flowers in Kur,4-Star,MaxBond
701,The Rainbow Soaring Under the Night Sky,4-Star,MaxBond
702,MOONLIGHT/LOSTROOM,4-Star,Misc
703,Himuro no Tenchi ~7-nin no Saiky? Ijin-hen~,4-Star,Event
704,New Beginning,5-Star,Limited
705,Avalon Celebrate,4-Star,Limited
706,Happiness is Like a Warm Puppy,3-Star,Misc
707,Although Its Scent Still Lingers On,4-Star,Event
708,Craft Essence EXP Card: Space Dog,4-Star,Misc
709,The Dragon of Smoke Escaping from Mount Fuji,4-Star,MaxBond
710,Comicalize Project,4-Star,Misc
711,Dress for Demons,5-Star,Event
712,Fate/EXTRA,4-Star,Misc
713,Pharaoh Chocolatl,5-Star,Limited
714,First Valentine's,4-Star,Limited
715,Witches' Kitchen,3-Star,Limited
716,Sweet Days,5-Star,Event
717,Ambiguous Chalice,4-Star,MaxBond
718,Wicked Scriptures,4-Star,Event
719,Save Wire,4-Star,Event
720,Advance Apace,4-Star,Event
721,Meteoric Iron Folding Fan,4-Star,Event
722,Macaroni au Gratin,4-Star,Event
723,Vice-Commander's Carefully Made Powder Medicine,4-Star,Event
724,Nichirin Oshiruko,4-Star,Event
725,Sugar-Coaxed Tale,4-Star,Event
726,Imperial Chocolate Vase,4-Star,Event
727,Chunk of Chocolate with Growing Thorns,4-Star,Event
728,Standing Hard-Boiled Eggs,4-Star,Event
729,Melty Heart,4-Star,Event
730,Sessh?in's First-Class Ohagi,4-Star,Event
731,P Pudding à la Mode,4-Star,Event
732,Sweet Devil Slot,4-Star,Event
733,Premium Snack,4-Star,Event
734,A Study in Scarlet,4-Star,Event
735,My Favourite Pancake,4-Star,Event
736,Ultra-Beautiful Empress Choco,4-Star,Event
737,Ishtar's Arc de Triomphe de l'Étoile Rice Cakes,4-Star,Event
738,Heroic Spirit Chocolate Sticks,4-Star,Event
739,Steam Electrical Choco,4-Star,Event
740,Cool-Mint Chocolate Bullet,4-Star,Event
741,Burning Inevitable Chocolate,4-Star,Event
742,Best Student Choco-Tart,4-Star,Event
743,Chocolettes,4-Star,Event
744,Buddhist Cuisine,4-Star,Event
745,"Manj? from F?ma Confectionery, Revised",4-Star,Event
746,Western-Styled Zenzai,4-Star,Event
747,Broiled Sweet Chestnut Chocolate,4-Star,Event
748,Antiquated Maple Bridge,4-Star,Event
749,Chocolate Nandi (1/1 Scale),4-Star,Event
750,Is It Bad to be Normal?,4-Star,Event
751,Receiver,4-Star,Event
752,Seatbelt,4-Star,Event
753,Chocolate Key,4-Star,Event
754,Pink Piglet,4-Star,Event
755,"Bittersweet, Temperance and Lies",4-Star,Event
756,How Many Lotus Lovers Out There?,4-Star,Event
757,Holy Night White Cake,4-Star,Event
758,Sweet Home of Kur,4-Star,Event
759,Choco-Choco Octopus (I Guess)?,4-Star,Event
760,Chocolates of Perfidy,4-Star,Event
761,Stranger Almond,4-Star,Event
762,Summer's Rain,4-Star,MaxBond
763,The Pharaoh's Great Winter Thanksgiving Festival,4-Star,Misc
764,Star of Camelot,5-Star,Limited
765,Detective Edmond ~Foreign Nation Infiltration Arc~,5-Star,Limited
766,Gâteau au Chocolat,4-Star,Limited
767,The Sun and Gold Gamblers,4-Star,Limited
768,Chaldea Special Investigation Unit,4-Star,Limited
769,Welcome Diner,3-Star,Limited
770,The Musketeers,3-Star,Limited
771,"You, After the Rain",3-Star,Limited
772,Spring is Not Far Behind,4-Star,Event
773,Basking Under the Sunlight,5-Star,Non-Limited
774,The Final Narrator,4-Star,Non-Limited
775,Light of Intellect,3-Star,Friend
776,Heretical Yaga,4-Star,ETC
777,Conflict,1-Star,Friend
778,Catena,1-Star,Friend
779,Divided,1-Star,Friend
780,Awakening,1-Star,Friend
781,Famine,1-Star,Friend
782,Compassion,2-Star,Friend
783,Prosperity,2-Star,Friend
784,Deception,2-Star,Friend
785,Conformity,2-Star,Friend
786,Somber,2-Star,Friend
787,OTMA,4-Star,MaxBond
788,Pelt of the Calydonian Boar,4-Star,MaxBond
789,Certain Truth and Death,4-Star,MaxBond
790,Wildfire Blade,4-Star,MaxBond
791,Library of Ivan IV,4-Star,MaxBond
792,A Pilgrimage To The Other Side,5-Star,Limited
793,The Moment of Peace,4-Star,Limited
794,Let's Depart!,3-Star,Limited
795,Afternoon In The Citadel,5-Star,Event
796,Heading Towards Trifas,5-Star,Event
797,Craft Essence EXP Card: A Flower of Fran,4-Star,Misc
798,The Object That Can Hold A Universe,4-Star,MaxBond
799,The Purpose of Learning and Teaching,4-Star,MaxBond
800,Nameless Death,4-Star,MaxBond
801,Escape from the Baker Street,4-Star,Misc
802,Fate/EXTELLA LINK,4-Star,Misc
803,Imperial Capital Holy Grail War,5-Star,Limited
804,Sakamoto Detective Bureau,4-Star,Limited
805,Fang-Sharpening Shadow Blade,3-Star,Limited
806,Miss Sailor in White Uniform,5-Star,Event
807,Craft Essence EXP Card: GUDAGUDA Majin-san,4-Star,Misc
808,Craft Essence EXP Card: GUDAGUDA Tosa D?mei,3-Star,Misc
809,The Extremity of Endlessness,4-Star,MaxBond
810,The Sky on that Day,4-Star,MaxBond
811,An Incident on a Certain Mountain,4-Star,MaxBond
812,Legends and Truth,4-Star,MaxBond
813,The Infant of Atlas,5-Star,Non-Limited
814,Sweeper,4-Star,Non-Limited
815,Sakura's Custom-Made Bento,3-Star,Non-Limited
816,Maiden of a Flower Patio,4-Star,ETC
817,True - Congealed Wisdom,4-Star,MaxBond
818,Shield of Divine Iron,4-Star,MaxBond
819,Heroic Spirit Traveling Outfit: Archer Inferno,4-Star,Heroic_Spirit
820,Heroic Spirit Traveling Outfit: Asterios,4-Star,Heroic_Spirit
821,Heroic Spirit Traveling Outfit: Atalanta,4-Star,Heroic_Spirit
822,Heroic Spirit Traveling Outfit: Abigail Williams,4-Star,Heroic_Spirit
823,Heroic Spirit Traveling Outfit: Amadeus,4-Star,Heroic_Spirit
824,Heroic Spirit Traveling Outfit: Arjuna,4-Star,Heroic_Spirit
825,Heroic Spirit Traveling Outfit: Altera,4-Star,Heroic_Spirit
826,Heroic Spirit Traveling Outfit: Artoria Pendragon,4-Star,Heroic_Spirit
827,Heroic Spirit Traveling Outfit: Artoria Pendragon,4-Star,Heroic_Spirit
828,Heroic Spirit Traveling Outfit: Antonio Salieri,4-Star,Heroic_Spirit
829,Heroic Spirit Traveling Outfit: Ereshkigal,4-Star,Heroic_Spirit
830,Heroic Spirit Traveling Outfit: Caster of Okeanos,4-Star,Heroic_Spirit
831,Heroic Spirit Traveling Outfit: Osakabehime,4-Star,Heroic_Spirit
832,Heroic Spirit Traveling Outfit: Carmilla,4-Star,Heroic_Spirit
833,Heroic Spirit Traveling Outfit: Katsushika Hokusai,4-Star,Heroic_Spirit
834,Heroic Spirit Traveling Outfit: Karna,4-Star,Heroic_Spirit
835,Heroic Spirit Traveling Outfit: Kiyohime,4-Star,Heroic_Spirit
836,Heroic Spirit Traveling Outfit: Xuanzang Sanzang,4-Star,Heroic_Spirit
837,Heroic Spirit Traveling Outfit: Sasaki Kojir?,4-Star,Heroic_Spirit
838,Heroic Spirit Traveling Outfit: Sanson,4-Star,Heroic_Spirit
839,Heroic Spirit Traveling Outfit: Sherlock Holmes,4-Star,Heroic_Spirit
840,Heroic Spirit Traveling Outfit: Assassin of Shinjuku,4-Star,Heroic_Spirit
841,Heroic Spirit Traveling Outfit: Shinmen Musashi no Kami Fujiwara no Harunobu,4-Star,Heroic_Spirit
842,Heroic Spirit Traveling Outfit: Scáthach,4-Star,Heroic_Spirit
843,Heroic Spirit Traveling Outfit: Suzuka Gozen,4-Star,Heroic_Spirit
844,Heroic Spirit Traveling Outfit: David,4-Star,Heroic_Spirit
845,Heroic Spirit Traveling Outfit: Tamamo no Mae,4-Star,Heroic_Spirit
846,Heroic Spirit Traveling Outfit: Nightingale,4-Star,Heroic_Spirit
847,Heroic Spirit Traveling Outfit: Mysterious Heroine X,4-Star,Heroic_Spirit
848,Heroic Spirit Traveling Outfit: Nezha,4-Star,Heroic_Spirit
849,Heroic Spirit Traveling Outfit: Nero Claudius,4-Star,Heroic_Spirit
850,Heroic Spirit Traveling Outfit: Brynhildr,4-Star,Heroic_Spirit
851,Heroic Spirit Traveling Outfit: Paul Bunyan,4-Star,Heroic_Spirit
852,Heroic Spirit Traveling Outfit: Merlin,4-Star,Heroic_Spirit
853,Heroic Spirit Traveling Outfit: Mashu Kyrielight,4-Star,Heroic_Spirit
854,Heroic Spirit Traveling Outfit: Martha,4-Star,Heroic_Spirit
855,Heroic Spirit Traveling Outfit: Minamoto no Raik?,4-Star,Heroic_Spirit
856,Heroic Spirit Traveling Outfit: Yagy? Tajima no Kami Munenori,4-Star,Heroic_Spirit
857,Heroic Spirit Traveling Outfit: Leonardo Da Vinci,4-Star,Heroic_Spirit
858,A Tale of Love and Hope,5-Star,Limited
859,Greatest Journey,4-Star,Limited
860,TEAM Phoenix,3-Star,Limited
861,Be Graceful,5-Star,Misc
862,The Love the Gods Bequeathed,4-Star,MaxBond
863,Fate/Grand Order Arcade,4-Star,Misc
864,Singularity F,4-Star,EventETCMisc
865,Emerald Float,5-Star,Limited
866,Hero on the Beach,5-Star,Limited
867,Storms and Waves,4-Star,Limited
868,Sunset Jam,4-Star,Limited
869,All Night Fever,3-Star,Limited
870,Writing High,3-Star,Limited
871,Painting Summer,5-Star,Event
872,Lady Foxy,5-Star,Event
873,Water Shine,5-Star,Event
874,Melancholy of the Theatrical Demon,4-Star,Misc
875,Little little bullet,4-Star,Misc
876,Our Round Table,4-Star,Misc
877,Curry x Rice,4-Star,Misc
878,Built Upper Martha,4-Star,Misc
879,Giant Babbage,4-Star,Misc
880,Mothers' Ears,4-Star,Misc
881,We Can't Summon!,4-Star,Misc
882,Miss Anastasia Who Loves Ramen,4-Star,Misc
883,I Want to Rip the Wicked & Villainous Daughter Apart!,4-Star,Misc
884,Bible of Shingon Tachikawa School,4-Star,Misc
885,Crossvikki Magician Girl and The Monster,4-Star,Misc
886,Sea Angel,4-Star,MaxBond
887,Great Fireworks of Mt. ?e,4-Star,MaxBond
888,Acting Like Tengu Set,4-Star,MaxBond
889,Crystals of Stacked Time,4-Star,MaxBond
890,Last Resort of the Abyss,4-Star,MaxBond
891,One Summer Album,4-Star,MaxBond
892,Memories of the Earth,4-Star,MaxBond
893,Fate/Grand Order Memories I,4-Star,Misc
894,Passion and Fury,4-Star,MaxBond
895,Destiny of Fighting Each Other,4-Star,EventETC
896,Gilgamesh in NY,5-Star,Limited
897,Shining Skyscrapers,4-Star,Limited
898,Show Time,3-Star,Limited
899,Return Match,5-Star,Event
900,C.K.T.,5-Star,Event
901,Craft Essence EXP Card: Dollar-Cent Shop,4-Star,Misc
902,Welcome to ONILAND!!,5-Star,Limited
903,Merely Red,4-Star,Limited
904,Ashigara Brothers,3-Star,Limited
905,Three Anglers,5-Star,Event
906,Royal Icing,5-Star,Event
907,Frozen War-Bear,5-Star,Event
908,Unforgettable One,4-Star,MaxBond
909,The Fate of the Magifender,4-Star,MaxBond
910,Chaldea Teatime,5-Star,Misc
911,The Dragon and the Dragon Swordsman,4-Star,ETC
912,Duke of Flames,5-Star,Non-Limited
913,Beyond the Horizon,4-Star,Non-Limited
914,Belle of the Upper Echelons,3-Star,Friend
915,The Phoenix is on the Vast Land,4-Star,ETC
916,Kuaiji Commandery-Styled Blueprint,4-Star,MaxBond
917,"My Mask, My Cup of Poisoned Alcohol",4-Star,MaxBond
918,Ashleaf Maple Wood,4-Star,MaxBond
919,Miniature of Epang Palace,4-Star,MaxBond
920,The Book that She is Reading,4-Star,MaxBond
921,Magnificent Manger,4-Star,MaxBond
922,Welcome to the Traveling Circus!,4-Star,Misc
923,Shvibzik Snow,5-Star,Limited
924,Ring the Bell,4-Star,Limited
925,Burning Live Seat,3-Star,Limited
926,Holy Maiden's Teaching,5-Star,Event
927,The Lovely Princess's Ring,4-Star,MaxBond
928,Feathered Serpent of the Holy Night,4-Star,MaxBond
929,New Year's Greetings,4-Star,Event
930,Craft Essence EXP Card: Boar King,4-Star,Misc
931,Sign of Smiling Face,5-Star,Limited
932,New Year Sacred Mysteries,4-Star,Limited
933,The Quiet & Reserved Pig,3-Star,Misc
934,Silver-Glittering Snow Goddesses,5-Star,Event
935,Vestiges Just Like the Spring,4-Star,MaxBond
936,Old and Strong,4-Star,MaxBond
937,Enuma Dingir,4-Star,Misc
938,Virtuous Pike and Shield,4-Star,Misc
939,Encounter in the Dark Night,4-Star,Misc
940,Pure Destruction,4-Star,Misc
941,Proof of Quickest,4-Star,Misc
942,Paradox Ace Killer,4-Star,Misc
943,Recollections of My Mother,4-Star,MaxBond
944,Bitter Sweet,5-Star,Limited
945,Valkyrie Style,4-Star,Limited
946,Memory of Qualia,3-Star,Limited
947,Beautiful Dreamer,5-Star,Event
948,Shin-Genji Monogatari Emaki,4-Star,MaxBond
949,Rainy Bridge,4-Star,Event
950,Viy (Standalone),4-Star,Event
951,Headlong Rush Chocolate,4-Star,Event
952,Chocolate-style Mini Golem,4-Star,Event
953,Reading a Book with my Beloved Child,4-Star,Event
954,Jet Black Conductor's Baton,4-Star,Event
955,Xanthos,4-Star,Event
956,Primary-Grade Conferment,4-Star,Event
957,Bedside Fafnir,4-Star,Event
958,Oden Chocolate,4-Star,Event
959,Cotton Muffler,4-Star,Event
960,Pocket Watch & Frog Chocolate,4-Star,Event
961,Military Rations (Canned),4-Star,Event
962,Glasses,4-Star,Event
963,Amethyst Candy,4-Star,Event
964,Ice Candy,4-Star,Event
965,White Dolphin Dream,4-Star,Event
966,Cotton Candy,4-Star,Event
967,Mt. Kurama's Delicacy: Aralia-shaped Manj?,4-Star,Event
968,Knoten Herz Schokolade,4-Star,Event
969,Master in The Chocolate,4-Star,Event
970,Dark Chocolate with Medb-chan Crest,4-Star,Event
971,Nebula Sweet,4-Star,Event
972,A Fruit from Emain Ablach,4-Star,Event
973,Snow-Viewing White Chocolate,4-Star,Event
974,Goh? Sh?jo Chocolate,4-Star,Event
975,Xiang Yu's Sword,4-Star,Event
976,Beauty-Concealing Mask,4-Star,Event
977,Panda,4-Star,Event
978,Elixir of Immortality,4-Star,Event
979,Chalcedony Chocolate,4-Star,Event
980,Up-to-Date Gifted Confectionery,4-Star,Event
981,Supreme Carrots,4-Star,Event
982,Hippo-chan,4-Star,Event
983,Campana de Lucha Libre Chocorata,4-Star,Event
984,Sweet-Toothed Sparrow's Wansanbon,4-Star,Event
985,Wooden Sword,4-Star,Event
986,Maiden's Chocolate Triple-Served,4-Star,Event
987,Picture Scroll Chocolate,4-Star,Event
988,Bella Lisa,5-Star,Misc
989,"These are, Both arms are full of...",4-Star,MaxBond
990,Detective Edmond ~True Mastermind Arc~,5-Star,Limited
991,Dance with Rounds,5-Star,Limited
992,Foresight and Profoundness,4-Star,Limited
993,Riot of Cherry Blossoms,4-Star,Limited
994,Mentor and I,4-Star,Limited
995,BAR-Troia,3-Star,Limited
996,Under the Knife,3-Star,Limited
997,Angel Breath,3-Star,Limited
998,Masquerade of the Vampire,3-Star,Limited
999,The Princesses' Pilgrimage,5-Star,Limited
1000,Resplendent Spring,4-Star,Limited
1001,Hikeshi Spirits,3-Star,Limited
1002,Gilding the Lily,5-Star,Event
1003,Floral Arrow,4-Star,MaxBond
1004,Escape from the Pyramid,4-Star,Misc
1005,Why done it,5-Star,Limited
1006,Prayer for Winter,4-Star,Limited
1007,El-Melloi's Lecture Hall,3-Star,Limited
1008,Annual General Meeting,5-Star,Event
1009,El-Melloi Tea-Time,4-Star,MaxBond
1010,Scale of the Stars,4-Star,MaxBond
1011,Grave Keeper's Treasure,4-Star,MaxBond
1012,Personal Coaching,5-Star,Misc
1013,"A Spear of an Aria, A Spear of a Clamour",4-Star,EventETC
1014,Sexy Pin-up,4-Star,Misc
1015,Twilight Holy King,5-Star,Non-Limited
1016,La Folia,4-Star,Non-Limited
1017,Day After,3-Star,Friend
1018,Family Portrait,4-Star,ETC
1019,At The Door Towards Gourmet Food,4-Star,MaxBond
1020,"The End, But Her Will Carries On",4-Star,MaxBond
1021,The Eulogized Shot,4-Star,MaxBond
1022,Sculpted Object,4-Star,MaxBond
1023,The One That I Couldn't Obtain,4-Star,MaxBond
1024,Serpent-Entwined Rod,4-Star,MaxBond
1025,Grace note,4-Star,Misc
1026,Rivalry of Local Warlords,5-Star,Limited
1027,God of War,4-Star,Limited
1028,Oni's Tea Ceremony,3-Star,Limited
1029,An Army Marches On Its Stomach,5-Star,Event
1030,Craft Essence EXP Card: GUDAGUDA Heavenly Demon King x3,4-Star,Misc
1031,Craft Essence EXP Card: Bishamonten is Here!,3-Star,Misc
1032,Beyond the Aeons,4-Star,MaxBond
1033,Will,4-Star,MaxBond
1034,T?hachi Bishamonten,4-Star,MaxBond
1035,Women of Agartha,4-Star,Misc
1036,Tournament of the Seven Blade-Master Heroic Spirits,4-Star,Misc
1037,Deep Sea Cyberbrain Paradise SE.RA.PH.,4-Star,Misc
1038,Heroic Spirit Festive Wear: Achilles,4-Star,Heroic_Spirit
1039,Heroic Spirit Festive Wear: Astraea,4-Star,Heroic_Spirit
1040,Heroic Spirit Festive Wear: Anastasia,4-Star,Heroic_Spirit
1041,Heroic Spirit Festive Wear: Abigail Williams,4-Star,Heroic_Spirit
1042,Heroic Spirit Festive Wear: Amadeus,4-Star,Heroic_Spirit
1043,Heroic Spirit Festive Wear: Arjuna,4-Star,Heroic_Spirit
1044,Heroic Spirit Festive Wear: Artoria Pendragon,4-Star,Heroic_Spirit
1045,Heroic Spirit Festive Wear: Andersen,4-Star,Heroic_Spirit
1046,Heroic Spirit Festive Wear: Antonio Salieri,4-Star,Heroic_Spirit
1047,Heroic Spirit Festive Wear: Ibaraki D?ji,4-Star,Heroic_Spirit
1048,Heroic Spirit Festive Wear: Ereshkigal,4-Star,Heroic_Spirit
1049,Heroic Spirit Festive Wear: Helena Blavatsky,4-Star,Heroic_Spirit
1050,Heroic Spirit Festive Wear: Yan Qing,4-Star,Heroic_Spirit
1051,Heroic Spirit Festive Wear: Okada Iz?,4-Star,Heroic_Spirit
1052,Heroic Spirit Festive Wear: Osakabehime,4-Star,Heroic_Spirit
1053,Heroic Spirit Festive Wear: Katsushika Hokusai,4-Star,Heroic_Spirit
1054,Heroic Spirit Festive Wear: Consort Yu,4-Star,Heroic_Spirit
1055,Heroic Spirit Festive Wear: Quetzalcoatl,4-Star,Heroic_Spirit
1056,Heroic Spirit Festive Wear: Sakamoto Ry?ma,4-Star,Heroic_Spirit
1057,Heroic Spirit Festive Wear: Sanson,4-Star,Heroic_Spirit
1058,Heroic Spirit Festive Wear: Shi Huang Di,4-Star,Heroic_Spirit
1059,Heroic Spirit Festive Wear: Sitonai,4-Star,Heroic_Spirit
1060,Heroic Spirit Festive Wear: Jeanne d'Arc,4-Star,Heroic_Spirit
1061,Heroic Spirit Festive Wear: Shuten D?ji,4-Star,Heroic_Spirit
1062,Heroic Spirit Festive Wear: Scáthach-Skaði,4-Star,Heroic_Spirit
1063,Heroic Spirit Festive Wear: Sessh?in Kiara,4-Star,Heroic_Spirit
1064,Heroic Spirit Festive Wear: Diarmuid Ua Duibhne,4-Star,Heroic_Spirit
1065,Heroic Spirit Festive Wear: Tomoe Gozen,4-Star,Heroic_Spirit
1066,Heroic Spirit Festive Wear: Mysterious Heroine XX,4-Star,Heroic_Spirit
1067,Heroic Spirit Festive Wear: Parvati,4-Star,Heroic_Spirit
1068,Heroic Spirit Festive Wear: Bradamante,4-Star,Heroic_Spirit
1069,Heroic Spirit Festive Wear: Bedivere,4-Star,Heroic_Spirit
1070,Heroic Spirit Festive Wear: Paul Bunyan,4-Star,Heroic_Spirit
1071,Heroic Spirit Festive Wear: Marie Antoinette,4-Star,Heroic_Spirit
1072,Heroic Spirit Festive Wear: Martha,4-Star,Heroic_Spirit
1073,Heroic Spirit Festive Wear: Mordred,4-Star,Heroic_Spirit
1074,Heroic Spirit Festive Wear: Lanling Wang,4-Star,Heroic_Spirit
1075,Heroic Spirit Festive Wear: Leonardo Da Vinci,4-Star,Heroic_Spirit
1076,Heroic Spirit Festive Wear: Robin Hood,4-Star,Heroic_Spirit
1077,Walk in the Park,5-Star,Limited
1078,Morning Glory,4-Star,Limited
1079,Sunday Dinner,3-Star,Limited
1080,Detective Fou-mes,5-Star,Misc
1081,Beautiful Journey,4-Star,MaxBond
1082,At Dream's End,4-Star,MaxBond
1083,Ought to Think Carefully,4-Star,MaxBond
1084,Ring of Metamorphosis,4-Star,MaxBond
1085,Pirates' Rule,4-Star,MaxBond
1086,Spring-Viewing,4-Star,MaxBond
1087,Angel's Assassination,4-Star,MaxBond
1088,Jokanaan's Head,4-Star,MaxBond
1089,Welcome Bunny,5-Star,Limited
1090,Purple Eye,4-Star,Limited
1091,Summer Enma-Tei,3-Star,Limited
1092,Poolside Bar,5-Star,Limited
1093,Ladies & Gentlemen,4-Star,Limited
1094,Yan Tan Tethera,3-Star,Limited
1095,Heavenly Demon Princess,5-Star,Event
1096,Midsummer Memories,5-Star,Event
1097,"Unforgettable Summer, Two Heavens as One Heart and Mind",4-Star,MaxBond
1098,The Setting Sun After a Battle,4-Star,MaxBond
1099,Iron Maiden (Summer),4-Star,MaxBond
1100,Chinsetsu Yumiharizuki,4-Star,MaxBond
1101,Golden Round Table Roulette,4-Star,MaxBond
1102,Solo Stage,4-Star,MaxBond
1103,Beyond the Azure Sky,4-Star,MaxBond
1104,Fate/Grand Order Memories II,4-Star,Misc
1105,Salem of the Heresy,4-Star,Misc
1106,Round and Round,5-Star,Limited
1107,Fly Off,4-Star,Limited
1108,From Uruk,3-Star,Limited
1109,Jewel Bride,5-Star,Event
1110,Scenic Beauty,5-Star,Event
1111,Absolute Demonic Battlefront Babylonia,4-Star,Misc
1112,Princess of Red Bean Paste,5-Star,Limited
1113,Planet Rock,4-Star,Limited
1114,To Pursue Literary and Military Arts Simultaneously,3-Star,Limited
1115,Twin Star Divas,5-Star,Event
1116,Bestia del Sol,5-Star,Event
1117,Craft Essence EXP Card: My First Curry,4-Star,Misc
1118,Craft Essence EXP Card: Mysterious Substance ?,3-Star,Misc
1119,Towards the Cosmos of Reunion,4-Star,MaxBond
1120,Cheerleader of Shooting Stars,4-Star,MaxBond
1121,Chaldea Dinnertime,5-Star,Misc
1122,And So the Holy Sword Shines,4-Star,Misc
1123,Maidens' Luncheon Party,5-Star,Limited
1124,Deliverers of Wishes,4-Star,Limited
1125,With My Family,3-Star,Limited
1126,Traces of Christmas,5-Star,Event
1127,Leaving Behind the Sword for a Moment,4-Star,MaxBond
1128,Merry Christmas,4-Star,MaxBond
1129,The One who Desires Salvation,5-Star,Non-Limited
1130,Dawn of an Ambition,4-Star,Non-Limited
1131,Noble Piece,3-Star,Friend
1132,Argonauts,4-Star,ETC
1133,Hunter of the Stars,4-Star,MaxBond
1134,"The Sword that Breaks, When the Battle Concludes",4-Star,MaxBond
1135,White Bull,4-Star,MaxBond
1136,Capsule Servant,4-Star,Misc
1137,Fate/stay night ?Réalta Nua?,4-Star,Misc
1138,Fate/stay night -Tracing 15 Years-,4-Star,Misc
1139,Chaldea Park Caravan,4-Star,Misc
1140,Knowing the Way Broadly,5-Star,Limited
